mhjd,mag_A,magerr_A,mag_B,magerr_B,mag_C,magerr_C,mag_D,magerr_D,telescope
54908.00181,-10.51365,0.01082,-10.05335,0.01082,-10.13371,0.01082,-9.83029,0.01082,Euler
54909.00190,-10.49996,0.01660,-10.06069,0.01660,-10.17060,0.01660,-9.78982,0.01660,Euler
54914.02142,-10.53873,0.02717,-10.04987,0.02717,-10.09535,0.02717,-9.84060,0.02717,Euler
54918.99076,-10.52264,0.00996,-10.01217,0.00996,-10.11641,0.00996,-9.78924,0.00996,Euler
54924.98453,-10.51116,0.00953,-10.00774,0.00953,-10.07567,0.00953,-9.81949,0.00953,Euler
54926.97940,-10.51071,0.02237,-9.99198,0.02237,-10.15201,0.02237,-9.75475,0.02237,Euler
55042.41694,-10.51988,0.01267,-10.08670,0.01267,-10.12789,0.01267,-9.80036,0.01267,Euler
55047.42516,-10.51629,0.01177,-10.04643,0.01177,-10.10576,0.01177,-9.82569,0.01177,Euler
55053.42560,-10.52049,0.01478,-10.06354,0.01478,-10.12492,0.01478,-9.83242,0.01478,Euler
55057.43324,-10.51428,0.03203,-10.03108,0.03203,-10.13072,0.03203,-9.82331,0.03203,Euler
55064.41948,-10.51925,0.01019,-10.04183,0.01019,-10.12710,0.01019,-9.80953,0.01019,Euler
55068.36047,-10.49590,0.00864,-10.03823,0.00864,-10.14092,0.00864,-9.85366,0.00864,Euler
55073.40228,-10.49463,0.01119,-10.02115,0.01119,-10.14316,0.01119,-9.84531,0.01119,Euler
55082.40393,-10.47856,0.01058,-10.03916,0.01058,-10.06055,0.01058,-9.80309,0.01058,Euler
55098.36612,-10.46887,0.01056,-10.03041,0.01056,-10.12228,0.01056,-9.80664,0.01056,Euler
55111.34625,-10.46216,0.00809,-10.01834,0.00809,-10.10324,0.00809,-9.75404,0.00809,Euler
55115.36121,-10.45819,0.00914,-9.97455,0.00914,-10.10721,0.00914,-9.79511,0.00914,Euler
55121.32513,-10.50039,0.00772,-10.05695,0.00772,-10.06468,0.00772,-9.77568,0.00772,Euler
55123.32088,-10.48594,0.01217,-10.01761,0.01217,-10.08666,0.01217,-9.78035,0.01217,Euler
55127.29711,-10.46129,0.01147,-10.00468,0.01147,-10.10282,0.01147,-9.77146,0.01147,Euler
55131.29346,-10.45554,0.01409,-10.02154,0.01409,-10.06990,0.01409,-9.76684,0.01409,Euler
55159.30307,-10.41444,0.00458,-9.92917,0.00458,-10.02673,0.00458,-9.73018,0.00458,Euler
55163.33117,-10.40664,0.00660,-10.01971,0.00660,-10.01097,0.00660,-9.68037,0.00660,Euler
55167.30887,-10.44233,0.01105,-9.91255,0.01105,-10.04204,0.01105,-9.67543,0.01105,Euler
55172.20396,-10.40866,0.00887,-9.91937,0.00887,-10.00989,0.00887,-9.71080,0.00887,Euler
55173.22021,-10.41992,0.00640,-9.93804,0.00640,-10.00300,0.00640,-9.69189,0.00640,Euler
55175.19541,-10.38353,0.00643,-9.95020,0.00643,-10.02734,0.00643,-9.70609,0.00643,Euler
55181.14313,-10.39084,0.00744,-9.91892,0.00744,-10.02344,0.00744,-9.68472,0.00744,Euler
55183.20161,-10.40358,0.00584,-9.94623,0.00584,-10.01087,0.00584,-9.69137,0.00584,Euler
55187.21136,-10.40740,0.00876,-9.92969,0.00876,-10.00699,0.00876,-9.67997,0.00876,Euler
55191.19402,-10.39811,0.00695,-9.95063,0.00695,-10.02431,0.00695,-9.69197,0.00695,Euler
55195.13607,-10.38470,0.01161,-9.92358,0.01161,-10.02148,0.01161,-9.68539,0.01161,Euler
55203.13993,-10.40817,0.00586,-9.92453,0.00586,-9.99890,0.00586,-9.68677,0.00586,Euler
55211.18152,-10.42894,0.00710,-9.94441,0.00710,-10.04842,0.00710,-9.70440,0.00710,Euler
55215.17375,-10.43510,0.00709,-9.93747,0.00709,-10.05669,0.00709,-9.75628,0.00709,Euler
55226.14441,-10.43793,0.01435,-10.01574,0.01435,-10.03302,0.01435,-9.75421,0.01435,Euler
55231.10606,-10.45360,0.00678,-9.97940,0.00678,-10.07563,0.00678,-9.75595,0.00678,Euler
55235.12635,-10.44892,0.00583,-9.99556,0.00583,-10.09458,0.00583,-9.75181,0.00583,Euler
55239.09930,-10.44127,0.00767,-10.00846,0.00767,-10.10007,0.00767,-9.78303,0.00767,Euler
55243.10319,-10.42541,0.00844,-10.01507,0.00844,-10.10140,0.00844,-9.77766,0.00844,Euler
55244.05383,-10.44135,0.00391,-10.02060,0.00391,-10.11357,0.00391,-9.79906,0.00391,Euler
55247.06030,-10.45882,0.00867,-9.96936,0.00867,-10.12500,0.00867,-9.77868,0.00867,Euler
55248.04830,-10.49325,0.00674,-9.96696,0.00674,-10.08917,0.00674,-9.81088,0.00674,Euler
55249.04896,-10.46572,0.01477,-9.99070,0.01477,-10.10920,0.01477,-9.80529,0.01477,Euler
55250.04897,-10.47143,0.01001,-9.99259,0.01001,-10.12701,0.01001,-9.78281,0.01001,Euler
55252.05366,-10.44266,0.00880,-10.03097,0.00880,-10.09980,0.00880,-9.77241,0.00880,Euler
55253.05491,-10.44569,0.00553,-10.02864,0.00553,-10.10108,0.00553,-9.73690,0.00553,Euler
55254.04289,-10.45115,0.00737,-10.03463,0.00737,-10.09716,0.00737,-9.77206,0.00737,Euler
55255.04401,-10.45026,0.00991,-9.99980,0.00991,-10.11095,0.00991,-9.76745,0.00991,Euler
55256.04374,-10.43856,0.00962,-10.06091,0.00962,-10.13800,0.00962,-9.73884,0.00962,Euler
55259.03341,-10.46477,0.00725,-10.01466,0.00725,-10.09673,0.00725,-9.78881,0.00725,Euler
55263.03484,-10.44567,0.00818,-10.00285,0.00818,-10.10056,0.00818,-9.74930,0.00818,Euler
55267.04217,-10.45167,0.00622,-9.95432,0.00622,-10.07115,0.00622,-9.77171,0.00622,Euler
55271.00665,-10.40944,0.00676,-10.00557,0.00676,-10.08662,0.00676,-9.77980,0.00676,Euler
55272.00244,-10.45024,0.00948,-10.00376,0.00948,-10.05973,0.00948,-9.80568,0.00948,Euler
55274.00026,-10.43131,0.00983,-9.99258,0.00983,-10.10179,0.00983,-9.76134,0.00983,Euler
55274.99946,-10.44356,0.00845,-10.00873,0.00845,-10.09822,0.00845,-9.75062,0.00845,Euler
55275.99900,-10.43025,0.00804,-9.94403,0.00804,-10.10531,0.00804,-9.75284,0.00804,Euler
55278.99637,-10.47196,0.00731,-9.97089,0.00731,-10.07792,0.00731,-9.72902,0.00731,Euler
55279.99445,-10.42540,0.00960,-9.93760,0.00960,-10.08414,0.00960,-9.74721,0.00960,Euler
55281.99543,-10.42603,0.01053,-9.98605,0.01053,-10.09035,0.01053,-9.74775,0.01053,Euler
55282.99245,-10.42691,0.01065,-10.00115,0.01065,-10.07499,0.01065,-9.70810,0.01065,Euler
55283.99095,-10.44186,0.01297,-9.96090,0.01297,-10.06842,0.01297,-9.76979,0.01297,Euler
55284.98988,-10.44103,0.01174,-9.98796,0.01174,-10.08020,0.01174,-9.76748,0.01174,Euler
55290.98656,-10.42684,0.01099,-10.01723,0.01099,-10.05636,0.01099,-9.73317,0.01099,Euler
55294.98446,-10.45051,0.00985,-9.93279,0.00985,-10.04634,0.00985,-9.81402,0.00985,Euler
55462.39837,-10.48956,0.01554,-9.98360,0.01671,-10.12751,0.01252,-9.85536,0.02230,EulerCAM
55475.37982,-10.50743,0.00464,-10.00818,0.00401,-10.14562,0.00481,-9.78969,0.00726,EulerCAM
55485.24984,-10.49252,0.00309,-9.99910,0.00424,-10.13942,0.00517,-9.78260,0.00575,EulerCAM
55488.30863,-10.49243,0.00465,-9.98845,0.00533,-10.11502,0.00525,-9.76976,0.01639,EulerCAM
55492.31160,-10.49047,0.00408,-9.98555,0.00821,-10.12707,0.00856,-9.77650,0.00749,EulerCAM
55495.32051,-10.49179,0.00717,-9.98729,0.01175,-10.13202,0.01450,-9.78007,0.00782,EulerCAM
55503.24745,-10.47531,0.00758,-9.95903,0.00541,-10.12736,0.00402,-9.76570,0.00515,EulerCAM
55506.35993,-10.48177,0.00547,-9.95616,0.00705,-10.11575,0.00571,-9.76225,0.00632,EulerCAM
55509.29548,-10.47924,0.00677,-9.98059,0.00451,-10.12707,0.00497,-9.75107,0.00530,EulerCAM
55517.27225,-10.48128,0.00362,-9.97836,0.00948,-10.11456,0.00585,-9.75655,0.00571,EulerCAM
55522.31180,-10.47601,0.02052,-9.91952,0.01441,-10.06254,0.01269,-9.73020,0.05822,EulerCAM
55530.31050,-10.45455,0.00352,-9.95062,0.00917,-10.11706,0.01401,-9.71998,0.01044,EulerCAM
55539.13460,-10.45907,0.00717,-9.93222,0.01206,-10.08320,0.01672,-9.71500,0.01159,EulerCAM
55548.14859,-10.48069,0.00692,-9.93424,0.01294,-10.15526,0.01460,-9.71889,0.01185,EulerCAM
55555.19905,-10.49508,0.00504,-9.98364,0.00806,-10.17646,0.01149,-9.72469,0.01311,EulerCAM
55563.19483,-10.52393,0.00624,-10.01962,0.00437,-10.19170,0.00940,-9.73544,0.00861,EulerCAM
55569.18508,-10.53782,0.00596,-10.05532,0.00471,-10.22530,0.00563,-9.76771,0.00737,EulerCAM
55576.13576,-10.57439,0.00413,-10.04683,0.01187,-10.24309,0.00945,-9.83480,0.00743,EulerCAM
55586.05429,-10.57555,0.00471,-10.09075,0.00437,-10.24615,0.00392,-9.88581,0.01227,EulerCAM
55588.09643,-10.54915,0.00581,-10.10266,0.00921,-10.22333,0.00832,-9.85753,0.00818,EulerCAM
55597.09082,-10.52860,0.00484,-10.07238,0.00506,-10.20356,0.00598,-9.88627,0.00676,EulerCAM
55601.10373,-10.51418,0.00357,-10.02234,0.01270,-10.19639,0.01546,-9.86430,0.00534,EulerCAM
55612.02614,-10.52769,0.01014,-10.01204,0.00846,-10.19308,0.01456,-9.79397,0.01005,EulerCAM
55615.04878,-10.49155,0.00315,-10.02010,0.00421,-10.18669,0.00404,-9.79767,0.00655,EulerCAM
55638.00224,-10.53738,0.01483,-10.06390,0.02778,-10.24976,0.03267,-9.87897,0.02119,EulerCAM
55642.00153,-10.55957,0.01400,-10.09788,0.00800,-10.27066,0.01782,-9.87120,0.01375,EulerCAM
55646.01005,-10.56094,0.00825,-10.09391,0.01225,-10.24955,0.00570,-9.85807,0.00791,EulerCAM
55649.99769,-10.56762,0.00365,-10.07952,0.01785,-10.25259,0.01086,-9.84508,0.00638,EulerCAM
55655.01301,-10.57424,0.00521,-10.09065,0.03281,-10.19927,0.05000,-9.91134,0.03826,EulerCAM
55762.43134,-10.61787,0.00597,-10.11454,0.01832,-10.32517,0.01007,-9.95493,0.01112,EulerCAM
55770.43447,-10.63466,0.00654,-10.13862,0.01327,-10.32657,0.00683,-9.94282,0.00598,EulerCAM
55777.43162,-10.63534,0.01385,-10.13104,0.01031,-10.31947,0.00687,-9.97549,0.01004,EulerCAM
55783.42527,-10.62727,0.00471,-10.16146,0.01069,-10.32737,0.00441,-9.96225,0.00582,EulerCAM
55785.42355,-10.62324,0.00389,-10.15088,0.01078,-10.33007,0.01376,-9.93342,0.00645,EulerCAM
55795.41147,-10.61898,0.00686,-10.11090,0.01018,-10.32414,0.01416,-9.96256,0.01915,EulerCAM
55804.40343,-10.63874,0.01082,-10.14814,0.00396,-10.33179,0.00535,-9.94296,0.00450,EulerCAM
55809.40805,-10.62979,0.00407,-10.14863,0.00733,-10.29858,0.00403,-9.93224,0.00590,EulerCAM
55811.40955,-10.61349,0.01111,-10.14169,0.01452,-10.30526,0.02446,-9.95003,0.01116,EulerCAM
55815.34268,-10.57390,0.01657,-10.12146,0.00739,-10.30848,0.01291,-9.95700,0.01479,EulerCAM
55818.31860,-10.58910,0.01065,-10.13281,0.01601,-10.27215,0.00667,-9.92743,0.00860,EulerCAM
55822.31207,-10.58435,0.01322,-10.13074,0.00649,-10.26796,0.01541,-9.92113,0.00767,EulerCAM
55824.36971,-10.56157,0.00392,-10.11499,0.00636,-10.26586,0.00525,-9.95904,0.00596,EulerCAM
55827.39853,-10.58387,0.00856,-10.08909,0.00494,-10.25891,0.00571,-9.91591,0.00555,EulerCAM
55832.27746,-10.55516,0.00317,-10.07262,0.00821,-10.21450,0.00394,-9.88542,0.00486,EulerCAM
55834.39433,-10.56862,0.00605,-10.07244,0.01772,-10.24212,0.01349,-9.85972,0.01380,EulerCAM
55838.33038,-10.54739,0.00878,-10.07770,0.02414,-10.21551,0.01942,-9.83571,0.03382,EulerCAM
55839.26126,-10.55334,0.01035,-10.05537,0.02295,-10.25501,0.01059,-9.87631,0.00994,EulerCAM
55842.23875,-10.55184,0.00708,-10.06075,0.02062,-10.24058,0.01079,-9.82522,0.02160,EulerCAM
55845.29059,-10.57687,0.03814,-10.08527,0.01744,-10.22713,0.01966,-9.76741,0.02916,EulerCAM
55851.22712,-10.52943,0.00634,-10.03255,0.00725,-10.21349,0.01738,-9.86207,0.00834,EulerCAM
55853.22781,-10.53413,0.01363,-10.07222,0.01146,-10.17668,0.00572,-9.86161,0.00737,EulerCAM
55859.28965,-10.49486,0.00804,-10.02541,0.01168,-10.12840,0.00461,-9.82434,0.01035,EulerCAM
55861.31966,-10.50119,0.00386,-10.00521,0.01249,-10.14526,0.00719,-9.82960,0.00665,EulerCAM
55865.34297,-10.46873,0.01699,-10.01930,0.01450,-10.14862,0.00639,-9.80292,0.00626,EulerCAM
55869.16617,-10.47141,0.01423,-9.99141,0.01374,-10.14074,0.00909,-9.77238,0.01144,EulerCAM
55873.18050,-10.47746,0.01531,-9.97436,0.03069,-10.15250,0.01071,-9.75829,0.01793,EulerCAM
55881.22284,-10.47692,0.01020,-9.97087,0.00529,-10.14558,0.00937,-9.72846,0.01549,EulerCAM
55885.30899,-10.47576,0.00605,-9.98023,0.02253,-10.12859,0.01480,-9.71932,0.00895,EulerCAM
55887.19747,-10.47821,0.01399,-9.97202,0.01073,-10.12737,0.00480,-9.71803,0.01650,EulerCAM
55892.18471,-10.45661,0.01650,-9.98497,0.00484,-10.13084,0.00876,-9.72251,0.01339,EulerCAM
55897.20977,-10.44464,0.00834,-9.96009,0.01577,-10.09424,0.01678,-9.71140,0.00841,EulerCAM
55898.21078,-10.46048,0.00449,-9.96252,0.01247,-10.11092,0.01816,-9.70777,0.00886,EulerCAM
55901.23194,-10.43770,0.00815,-9.95367,0.00928,-10.09196,0.00795,-9.67968,0.01920,EulerCAM
55912.23740,-10.47332,0.00601,-9.97924,0.00505,-10.13679,0.01126,-9.73795,0.00974,EulerCAM
55916.21381,-10.45608,0.00463,-9.98016,0.00499,-10.10553,0.00386,-9.74152,0.00494,EulerCAM
55920.13095,-10.44820,0.00426,-9.94590,0.03893,-10.08598,0.00532,-9.74441,0.01129,EulerCAM
55922.25310,-10.44040,0.00389,-9.97090,0.00423,-10.09045,0.00479,-9.71432,0.00504,EulerCAM
55928.17432,-10.44575,0.00429,-9.92506,0.01360,-10.10802,0.00501,-9.73015,0.00664,EulerCAM
55931.17454,-10.44776,0.01203,-9.95814,0.01716,-10.08163,0.01726,-9.60184,0.01526,EulerCAM
55937.19549,-10.44764,0.00525,-9.94419,0.01212,-10.11143,0.00806,-9.68558,0.00974,EulerCAM
55940.20593,-10.43356,0.00434,-9.95088,0.01229,-10.08501,0.01125,-9.67114,0.01370,EulerCAM
55943.10372,-10.43615,0.00640,-9.93531,0.02319,-10.08423,0.00544,-9.71939,0.01611,EulerCAM
55951.07417,-10.43316,0.00405,-9.95660,0.00547,-10.10818,0.00495,-9.70248,0.01115,EulerCAM
55955.06964,-10.42007,0.00790,-9.95247,0.00566,-10.08969,0.00685,-9.69053,0.01867,EulerCAM
55959.06420,-10.42719,0.00650,-9.93182,0.00730,-10.04681,0.01108,-9.67750,0.01415,EulerCAM
55962.08478,-10.41040,0.00588,-9.92623,0.01168,-10.07018,0.00724,-9.66785,0.01018,EulerCAM
55966.06289,-10.39638,0.00539,-9.91326,0.01762,-10.06638,0.01010,-9.65406,0.00984,EulerCAM
55973.12234,-10.40577,0.00582,-9.92964,0.00482,-10.05110,0.00793,-9.65519,0.00586,EulerCAM
55978.08410,-10.39782,0.00831,-9.90388,0.01011,-10.05039,0.00444,-9.65582,0.00597,EulerCAM
55981.07142,-10.37796,0.00352,-9.90085,0.01038,-10.05055,0.00734,-9.63973,0.01167,EulerCAM
55985.08005,-10.39836,0.00387,-9.88964,0.01215,-10.05591,0.00489,-9.62904,0.01690,EulerCAM
55991.01775,-10.38666,0.01248,-9.87216,0.02517,-10.06210,0.01009,-9.62054,0.01483,EulerCAM
55995.01030,-10.37295,0.00723,-9.87120,0.01710,-10.01954,0.00975,-9.61845,0.01379,EulerCAM
55999.00807,-10.35672,0.00444,-9.87958,0.01809,-10.01450,0.00577,-9.60861,0.00823,EulerCAM
56003.00524,-10.36084,0.01100,-9.89578,0.01106,-9.98649,0.01455,-9.63644,0.00936,EulerCAM
56007.00559,-10.36322,0.00745,-9.84340,0.01111,-10.01216,0.00772,-9.60640,0.00658,EulerCAM
56011.00341,-10.36749,0.01348,-9.81981,0.02059,-10.00415,0.01108,-9.58289,0.04258,EulerCAM
56015.00400,-10.36955,0.00988,-9.87236,0.02304,-10.01399,0.01068,-9.56642,0.01039,EulerCAM
56133.43150,-10.50332,0.00543,-10.05378,0.02305,-10.19060,0.00807,-9.75601,0.00978,EulerCAM
56139.43383,-10.46730,0.00453,-10.01428,0.00767,-10.19274,0.00853,-9.75678,0.01068,EulerCAM
56151.39548,-10.47618,0.00524,-9.99974,0.02295,-10.15716,0.01495,-9.73525,0.03754,EulerCAM
56159.38021,-10.43983,0.00909,-10.00324,0.01270,-10.14092,0.00502,-9.72363,0.02018,EulerCAM
56165.41758,-10.40459,0.01003,-9.96637,0.01287,-10.14347,0.00851,-9.74265,0.01515,EulerCAM
56168.40740,-10.39019,0.01328,-9.96670,0.00980,-10.13870,0.01191,-9.72284,0.01209,EulerCAM
56181.40832,-10.37411,0.00474,-9.90951,0.00658,-10.05638,0.00595,-9.66996,0.03694,EulerCAM
56185.36230,-10.36476,0.00356,-9.90816,0.00732,-10.05963,0.00432,-9.64351,0.01027,EulerCAM
56190.38384,-10.35085,0.00451,-9.91744,0.01335,-10.03649,0.01277,-9.58732,0.00793,EulerCAM
56193.38165,-10.37211,0.00385,-9.88555,0.00948,-10.00900,0.01061,-9.64512,0.01086,EulerCAM
56208.38410,-10.31031,0.01880,-9.90251,0.01462,-10.01943,0.03265,-9.54572,0.04372,EulerCAM
56210.38042,-10.33493,0.00900,-9.86730,0.00543,-10.00643,0.00777,-9.56929,0.00683,EulerCAM
56214.37806,-10.35473,0.00909,-9.85881,0.01576,-10.04031,0.01049,-9.56415,0.02116,EulerCAM
56218.27785,-10.35374,0.00377,-9.85168,0.00549,-10.03099,0.01081,-9.51251,0.01671,EulerCAM
56222.30848,-10.39601,0.01395,-9.85452,0.02070,-10.03747,0.01778,-9.55215,0.02332,EulerCAM
56223.19990,-10.32043,0.00820,-9.84752,0.02356,-10.07544,0.00816,-9.58298,0.01163,EulerCAM
56224.36146,-10.34825,0.00730,-9.83100,0.01317,-10.02745,0.01968,-9.57153,0.00672,EulerCAM
56225.21208,-10.34913,0.00630,-9.86082,0.01330,-10.03084,0.01035,-9.56662,0.00859,EulerCAM
56229.34255,-10.39999,0.01741,-9.83832,0.01138,-10.00606,0.01918,-9.55276,0.01870,EulerCAM
56232.34344,-10.35686,0.01011,-9.88801,0.02022,-10.01991,0.01939,-9.55429,0.01298,EulerCAM
56236.28491,-10.32850,0.01136,-9.87665,0.02645,-10.04024,0.00692,-9.60551,0.01412,EulerCAM
56243.29485,-10.38166,0.00360,-9.84996,0.00519,-10.04212,0.00889,-9.62529,0.00990,EulerCAM
56248.30785,-10.40270,0.01005,-9.85985,0.00644,-10.04905,0.01400,-9.59231,0.01280,EulerCAM
56251.12793,-10.39452,0.00397,-9.88705,0.01258,-10.08982,0.00566,-9.60511,0.00813,EulerCAM
56256.18845,-10.42350,0.00572,-9.92859,0.03858,-10.09818,0.01703,-9.60598,0.01140,EulerCAM
56263.30772,-10.43848,0.00481,-9.91187,0.00725,-10.08986,0.00884,-9.64134,0.01403,EulerCAM
56267.08682,-10.42549,0.00434,-9.91932,0.01044,-10.14757,0.01319,-9.67138,0.01001,EulerCAM
56271.11097,-10.44651,0.00344,-9.93886,0.01077,-10.13854,0.00586,-9.66095,0.00585,EulerCAM
56275.17746,-10.45701,0.00329,-9.92714,0.01043,-10.15917,0.00496,-9.63678,0.01320,EulerCAM
56280.06989,-10.46948,0.00500,-9.94443,0.01976,-10.17673,0.00855,-9.71547,0.00689,EulerCAM
56286.10699,-10.48962,0.00540,-9.98772,0.02578,-10.18688,0.01233,-9.72962,0.01250,EulerCAM
56289.14271,-10.52680,0.01443,-9.94314,0.02338,-10.23384,0.02302,-9.70996,0.01763,EulerCAM
56290.14550,-10.48547,0.00673,-9.97873,0.03275,-10.20237,0.00849,-9.73033,0.02508,EulerCAM
56295.17610,-10.52058,0.00712,-9.95880,0.00573,-10.22690,0.00870,-9.73159,0.02158,EulerCAM
56299.11194,-10.57203,0.00748,-10.01413,0.01291,-10.24424,0.00931,-9.77741,0.02907,EulerCAM
56304.04990,-10.56002,0.00632,-10.03623,0.01270,-10.27461,0.00650,-9.77113,0.00749,EulerCAM
56309.14851,-10.57723,0.00804,-10.07569,0.01035,-10.26994,0.00582,-9.77879,0.00524,EulerCAM
56314.10755,-10.58332,0.01470,-10.09815,0.01039,-10.31177,0.01619,-9.83877,0.01307,EulerCAM
56317.13546,-10.62723,0.00970,-10.05099,0.01209,-10.31092,0.00805,-9.79662,0.02118,EulerCAM
56320.10175,-10.60883,0.00466,-10.09728,0.00868,-10.31849,0.00577,-9.81815,0.00864,EulerCAM
56325.12894,-10.62745,0.00800,-10.12258,0.01186,-10.30731,0.00433,-9.85916,0.01031,EulerCAM
56329.07852,-10.62873,0.00331,-10.12513,0.01145,-10.32134,0.00788,-9.88587,0.01489,EulerCAM
56335.09208,-10.62776,0.00408,-10.13410,0.00410,-10.32787,0.00373,-9.89010,0.00473,EulerCAM
56341.04885,-10.66439,0.00465,-10.14996,0.01014,-10.34271,0.00517,-9.90476,0.00736,EulerCAM
56343.04665,-10.66731,0.00456,-10.16314,0.00683,-10.35541,0.00986,-9.90483,0.01351,EulerCAM
56344.04570,-10.67321,0.00397,-10.13726,0.00852,-10.36878,0.00495,-9.93548,0.00843,EulerCAM
56351.01811,-10.66658,0.00400,-10.18916,0.00573,-10.34609,0.00507,-9.93769,0.00843,EulerCAM
56355.01488,-10.68774,0.00415,-10.19139,0.00441,-10.39175,0.00382,-9.93023,0.00535,EulerCAM
56360.01245,-10.67704,0.00338,-10.17630,0.00495,-10.38538,0.00834,-9.93306,0.01094,EulerCAM
56363.00866,-10.68352,0.00337,-10.19318,0.00591,-10.38192,0.00418,-9.95206,0.01211,EulerCAM
56371.00040,-10.68825,0.00422,-10.19138,0.01037,-10.38688,0.01682,-9.96805,0.01107,EulerCAM
56375.00261,-10.69003,0.00628,-10.15643,0.01055,-10.36009,0.00562,-9.97620,0.01111,EulerCAM
56381.99044,-10.67618,0.01356,-10.21187,0.01023,-10.38937,0.00513,-9.96381,0.01339,EulerCAM
56505.43356,-10.62673,0.00475,-10.13909,0.00706,-10.33883,0.00598,-9.93141,0.01107,EulerCAM
56508.42408,-10.61884,0.00793,-10.15279,0.00907,-10.29350,0.00480,-9.90236,0.00727,EulerCAM
56511.43696,-10.60169,0.00890,-10.09353,0.01372,-10.25772,0.01194,-9.91717,0.01598,EulerCAM
56512.43592,-10.55809,0.02226,-10.09019,0.03126,-10.32905,0.02609,-9.97052,0.03434,EulerCAM
56515.42918,-10.59255,0.00499,-10.11319,0.00730,-10.29921,0.01180,-9.87209,0.00889,EulerCAM
56519.42877,-10.61401,0.00846,-10.14512,0.00975,-10.29523,0.00722,-9.87834,0.01012,EulerCAM
56523.42172,-10.62266,0.00394,-10.11793,0.01643,-10.31258,0.00483,-9.85342,0.00780,EulerCAM
56529.39404,-10.63165,0.00873,-10.07032,0.01850,-10.31288,0.02078,-9.86457,0.01885,EulerCAM
56532.41009,-10.64026,0.00439,-10.12691,0.01705,-10.32391,0.00562,-9.85836,0.00824,EulerCAM
56544.32058,-10.63586,0.01631,-10.14866,0.01891,-10.33607,0.00750,-9.85255,0.04181,EulerCAM
56548.38170,-10.63554,0.00336,-10.14601,0.00614,-10.31738,0.00627,-9.89498,0.01057,EulerCAM
56556.38233,-10.60991,0.00751,-10.15108,0.02534,-10.32411,0.01061,-9.92246,0.01090,EulerCAM
56560.39407,-10.58703,0.04045,-10.13347,0.03763,-10.27567,0.02397,-9.83151,0.02633,EulerCAM
56564.29229,-10.63710,0.00849,-10.18638,0.00449,-10.31525,0.00477,-9.90239,0.00844,EulerCAM
56568.35413,-10.61872,0.00448,-10.17536,0.00929,-10.32279,0.00718,-9.94847,0.00566,EulerCAM
56569.32786,-10.62957,0.00751,-10.17564,0.00843,-10.30666,0.00907,-9.93266,0.01267,EulerCAM
56572.38379,-10.61593,0.00314,-10.16059,0.00430,-10.29325,0.00415,-9.91961,0.00512,EulerCAM
56576.34787,-10.60868,0.00391,-10.14121,0.00487,-10.29172,0.00526,-9.91711,0.00730,EulerCAM
56577.38400,-10.60144,0.00357,-10.15198,0.01065,-10.26818,0.00663,-9.88451,0.00569,EulerCAM
56581.25119,-10.59923,0.00618,-10.15286,0.01322,-10.28825,0.00807,-9.88821,0.01288,EulerCAM
56584.37155,-10.61816,0.00560,-10.13787,0.00827,-10.29387,0.01087,-9.85988,0.01048,EulerCAM
56590.33116,-10.60596,0.00432,-10.11539,0.00638,-10.29424,0.00567,-9.84112,0.01541,EulerCAM
56599.29383,-10.62303,0.00430,-10.13564,0.00600,-10.28232,0.01101,-9.84160,0.00897,EulerCAM
56600.30150,-10.61604,0.00327,-10.11793,0.01527,-10.28246,0.00409,-9.87678,0.01270,EulerCAM
56604.26601,-10.61527,0.00581,-10.14165,0.00426,-10.29101,0.00384,-9.85309,0.00524,EulerCAM
56608.32298,-10.62464,0.00612,-10.16189,0.00468,-10.27399,0.00640,-9.85220,0.01601,EulerCAM
56612.20258,-10.62949,0.00616,-10.16470,0.01248,-10.31341,0.01735,-9.85396,0.01196,EulerCAM
56616.27160,-10.62062,0.00536,-10.15093,0.00986,-10.30653,0.00696,-9.86120,0.01017,EulerCAM
56623.32500,-10.63245,0.00327,-10.14993,0.00722,-10.29452,0.00633,-9.88152,0.00744,EulerCAM
56632.18596,-10.63124,0.00785,-10.15886,0.00548,-10.29260,0.01038,-9.87503,0.00619,EulerCAM
56635.21360,-10.59812,0.00360,-10.16824,0.00440,-10.27861,0.00406,-9.89179,0.00795,EulerCAM
56639.12101,-10.59879,0.00454,-10.13703,0.00661,-10.29606,0.00580,-9.85183,0.00842,EulerCAM
56645.18433,-10.60597,0.01373,-10.14649,0.00817,-10.29166,0.01384,-9.86866,0.00943,EulerCAM
56647.15525,-10.61887,0.00395,-10.13828,0.00568,-10.30126,0.01074,-9.83977,0.01493,EulerCAM
56654.14783,-10.60976,0.00361,-10.15363,0.00830,-10.28694,0.00368,-9.84909,0.00624,EulerCAM
56660.08892,-10.60592,0.00407,-10.15862,0.00885,-10.27680,0.00497,-9.86388,0.00581,EulerCAM
56665.11035,-10.60918,0.00972,-10.16069,0.00610,-10.29289,0.00417,-9.85431,0.00726,EulerCAM
56671.19391,-10.64215,0.01191,-10.14382,0.02240,-10.28839,0.02296,-9.84226,0.02613,EulerCAM
56684.16564,-10.70482,0.01101,-10.20224,0.01056,-10.36626,0.01351,-9.85494,0.03306,EulerCAM
56693.07059,-10.70432,0.00636,-10.23345,0.00450,-10.36608,0.00601,-9.91225,0.01117,EulerCAM
56696.09009,-10.69002,0.00400,-10.25662,0.00613,-10.38111,0.00841,-9.90983,0.01535,EulerCAM
